Year;Segment;Average width;Sinuosity;Wavelength;Semimeander length;LevelOfImpact;Zone;Period
2014;11;201.983;1.162;934.163;1085.242;3;2;Intensive mining
2014;11;290.792;1.149;1128.962;1297.365;3;2;Intensive mining
2015;11;235.186;1.029;464.223;477.73;3;2;Intensive mining
2015;11;257.908;1.021;733.691;749.399;3;2;Intensive mining
2015;11;157.179;1.003;432.226;433.669;3;2;Intensive mining
2015;11;164.235;1.028;490.513;504.046;3;2;Intensive mining
2015;11;251.96;1.005;451.105;453.369;3;2;Intensive mining
2015;11;336.001;1.046;733.721;767.643;3;2;Intensive mining
2016;11;245.4;1.021;620.342;633.533;3;2;Intensive mining
2016;11;240.526;1.032;2598.259;2682.383;3;2;Intensive mining
2017;11;296.86;1.145;1125.032;1288.502;3;2;Intensive mining
2017;11;171.102;1.073;857.756;920.546;3;2;Intensive mining
2017;11;253.571;1.055;1917.565;2022.599;3;2;Intensive mining
2018;11;315.306;1.159;1111.384;1287.569;3;2;Intensive mining
2018;11;196.135;1.084;848.905;919.81;3;2;Intensive mining
2018;11;252.046;1.058;926.765;980.722;3;2;Intensive mining
2018;11;290.736;1.011;667.693;674.843;3;2;Intensive mining
2018;11;391.95;1.071;449.404;481.464;3;2;Intensive mining
2020;11;328.863;1.104;1020.98;1127;3;2;Intensive mining
2020;11;207.707;1.141;944.455;1078;3;2;Intensive mining
2020;11;248.841;1.062;980.905;1042;3;2;Intensive mining
2020;11;303.895;1.006;620.339;624;3;2;Intensive mining
1984;12;284.793;1.141;2982.546;3404.214;1;2;Minimal mining
1984;12;226.573;1.101;755.038;830.935;1;2;Minimal mining
1984;12;199.885;1.085;801.051;869.42;1;2;Minimal mining
1984;12;194.488;1.357;503.889;683.977;1;2;Minimal mining
1984;12;197.99;1.131;1905.538;2155.317;1;2;Minimal mining
1987;12;348.896;1.122;1485.586;1667.483;1;2;Minimal mining
1987;12;193.201;1.152;517.852;596.578;1;2;Minimal mining
1987;12;156.755;1.102;849.517;936.065;1;2;Minimal mining
1987;12;168.262;1.344;485.753;652.726;1;2;Minimal mining
1987;12;149.177;1.025;1030.938;1056.818;1;2;Minimal mining
1987;12;194.288;1.015;633.891;643.183;1;2;Minimal mining
1992;12;506.922;1.002;745.471;747.173;1;2;Minimal mining
1992;12;151.892;1.19;1099.567;1308.4;1;2;Minimal mining
1992;12;134.524;1.171;1025.977;1201.15;1;2;Minimal mining
1992;12;205.816;1.011;474.487;479.542;1;2;Minimal mining
1992;12;354.479;1.723;346.475;597.01;1;2;Minimal mining
1996;12;212.794;1.259;589.834;742.508;1;2;Minimal mining
1996;12;211.73;1.219;1196.049;1457.545;1;2;Minimal mining
1996;12;212.839;1.319;1276.323;1683.938;1;2;Minimal mining
1996;12;200.418;1.042;521.025;543.135;1;2;Minimal mining
2000;12;198.273;1.031;1136.142;1171.087;1;2;Minimal mining
2000;12;190.435;1.011;511.561;517.221;1;2;Minimal mining
2000;12;241.188;1.083;777.817;842.515;1;2;Minimal mining
2000;12;242.116;1.325;1205.424;1597.504;1;2;Minimal mining
2000;12;257.13;1.117;1430.258;1597.695;1;2;Minimal mining
2004;12;281.991;1.145;2046.05;2343.071;2;2;Moderate mining
2004;12;245.938;1.389;888.55;1233.841;2;2;Moderate mining
2004;12;188.669;1.094;1448.689;1584.568;2;2;Moderate mining
2008;12;336.433;1.138;2094.719;2382.784;2;2;Moderate mining
2008;12;197.752;1.422;421.161;598.946;2;2;Moderate mining
2008;12;169.136;1.038;332.523;345.244;2;2;Moderate mining
2008;12;175.543;1.044;396.222;413.591;2;2;Moderate mining
2008;12;234.517;1.026;474.799;486.942;2;2;Moderate mining
2008;12;233.279;1.002;556.979;558.256;2;2;Moderate mining
2012;12;418.247;1.075;1035.41;1113.37;3;2;Intensive mining
2012;12;237.357;1.008;1116.434;1125.881;3;2;Intensive mining
2012;12;187.274;1.069;691.077;738.527;3;2;Intensive mining
2012;12;237.15;1.086;858.886;932.991;3;2;Intensive mining
2014;12;290.792;1.149;1128.962;1297.365;3;2;Intensive mining
2014;12;366.251;1.101;560.518;617.163;3;2;Intensive mining
2014;12;270.569;1.043;535.556;558.349;3;2;Intensive mining
2014;12;136.317;1.012;491.938;497.615;3;2;Intensive mining
2014;12;277.588;1.015;513.738;521.333;3;2;Intensive mining
2015;12;336.001;1.046;733.721;767.643;3;2;Intensive mining
2015;12;334.658;1.19;529.692;630.422;3;2;Intensive mining
2015;12;269.794;1.101;531.513;585.008;3;2;Intensive mining
2015;12;188.254;1.053;437.8;461.043;3;2;Intensive mining
2015;12;267.424;1.047;700.195;733.421;3;2;Intensive mining
2016;12;240.526;1.032;2598.259;2682.383;3;2;Intensive mining
2016;12;414.851;1.18;567.234;669.104;3;2;Intensive mining
2016;12;220.232;1.099;516.023;567.338;3;2;Intensive mining
2016;12;197.48;1.09;480.228;523.262;3;2;Intensive mining
2016;12;173.464;1.044;1060.449;1107.31;3;2;Intensive mining
2017;12;253.571;1.055;1917.565;2022.599;3;2;Intensive mining
2017;12;458.375;1.202;619.883;745.384;3;2;Intensive mining
2017;12;213.262;1.135;524.661;595.482;3;2;Intensive mining
2017;12;201.993;1.141;469.636;535.799;3;2;Intensive mining
2017;12;124.728;1.067;1026.788;1095.113;3;2;Intensive mining
2018;12;290.736;1.011;667.693;674.843;3;2;Intensive mining
2018;12;391.95;1.071;449.404;481.464;3;2;Intensive mining
2018;12;312.746;1.011;448.191;453.072;3;2;Intensive mining
2018;12;213.236;1.017;462.491;470.31;3;2;Intensive mining
2018;12;163.574;1.045;407.44;425.744;3;2;Intensive mining
2018;12;133.343;1.032;363.704;375.351;3;2;Intensive mining
2018;12;138.449;1.113;634.404;706.276;3;2;Intensive mining
2018;12;196.754;1.087;630.675;685.437;3;2;Intensive mining
2020;12;303.895;1.006;620.339;624;3;2;Intensive mining
2020;12;349.616;1.037;1140.703;1183;3;2;Intensive mining
2020;12;180.967;1.289;1225.257;1579;3;2;Intensive mining
2020;12;189.017;1.17;1080.459;1264;3;2;Intensive mining
1984;13;197.99;1.131;1905.538;2155.317;1;2;Minimal mining
1984;13;187.022;1.849;390.224;721.433;1;2;Minimal mining
1984;13;103.697;1.077;383.847;413.455;1;2;Minimal mining
1984;13;106.576;1.011;438.193;442.833;1;2;Minimal mining
1984;13;117.727;1.928;536.43;1034.492;1;2;Minimal mining
1984;13;88.726;1.879;429.844;807.866;1;2;Minimal mining
1984;13;120.779;1.536;1598.075;2454.753;1;2;Minimal mining
1987;13;194.288;1.015;633.891;643.183;1;2;Minimal mining
1987;13;193.724;1.088;720.662;784.071;1;2;Minimal mining
1987;13;180.062;1.243;670.741;833.64;1;2;Minimal mining
1987;13;146.09;1.463;1900.447;2781.163;1;2;Minimal mining
1992;13;205.816;1.011;474.487;479.542;1;2;Minimal mining
1992;13;354.479;1.723;346.475;597.01;1;2;Minimal mining
1992;13;291.607;1.142;623.089;711.678;1;2;Minimal mining
1992;13;204.384;1.315;721.56;948.688;1;2;Minimal mining
1992;13;173.533;1.083;443.156;480.114;1;2;Minimal mining
1992;13;117.856;1.002;558.883;560.134;1;2;Minimal mining
1992;13;157.247;1.238;1325.071;1640.397;1;2;Minimal mining
1996;13;212.839;1.319;1276.323;1683.938;1;2;Minimal mining
1996;13;200.418;1.042;521.025;543.135;1;2;Minimal mining
1996;13;220.57;1.009;438.916;442.935;1;2;Minimal mining
1996;13;138.79;1.121;538.665;603.796;1;2;Minimal mining
1996;13;211.367;1.612;526.799;849.12;1;2;Minimal mining
1996;13;145.409;1.153;565.036;651.567;1;2;Minimal mining
1996;13;118.601;1.032;510.735;527.081;1;2;Minimal mining
1996;13;144.452;1.271;1422.516;1808.397;1;2;Minimal mining
2000;13;242.116;1.325;1205.424;1597.504;1;2;Minimal mining
2000;13;257.13;1.117;1430.258;1597.695;1;2;Minimal mining
2000;13;243.507;1.883;507.118;954.903;1;2;Minimal mining
2000;13;148.097;1.219;597.714;728.507;1;2;Minimal mining
2000;13;131.29;1.045;481.169;502.765;1;2;Minimal mining
2000;13;158.608;1.335;1416.314;1891.24;1;2;Minimal mining
2004;13;188.669;1.094;1448.689;1584.568;2;2;Moderate mining
2004;13;194.542;1.103;1023.046;1128.148;2;2;Moderate mining
2004;13;79.091;1.167;384.427;448.598;2;2;Moderate mining
2004;13;114.505;1.073;543.057;582.633;2;2;Moderate mining
2004;13;170.603;1.059;395.849;419.251;2;2;Moderate mining
2008;13;234.517;1.026;474.799;486.942;2;2;Moderate mining
2008;13;233.279;1.002;556.979;558.256;2;2;Moderate mining
2008;13;262.596;1.099;571.502;628.238;2;2;Moderate mining
2008;13;268.561;1.321;557.338;736.354;2;2;Moderate mining
2008;13;199.721;1.08;647.797;699.32;2;2;Moderate mining
2008;13;171.087;1.1;675.996;743.931;2;2;Moderate mining
2008;13;186.133;1.11;466.307;517.601;2;2;Moderate mining
2012;13;237.15;1.086;858.886;932.991;3;2;Intensive mining
2012;13;339.335;1.16;642.578;745.466;3;2;Intensive mining
2012;13;328.734;1.218;610.131;743.177;3;2;Intensive mining
2012;13;222.678;1.075;694.683;747.076;3;2;Intensive mining
2012;13;183.664;1.082;514.697;556.776;3;2;Intensive mining
2014;13;277.588;1.015;513.738;521.333;3;2;Intensive mining
2014;13;207.47;1.056;1790.734;1891.794;3;2;Intensive mining
2014;13;228.325;1.154;551.643;636.59;3;2;Intensive mining
2014;13;186.634;1.083;611.649;662.494;3;2;Intensive mining
2015;13;267.424;1.047;700.195;733.421;3;2;Intensive mining
2015;13;217.499;1.045;1769.711;1849.93;3;2;Intensive mining
2015;13;229.888;1.207;611.968;738.632;3;2;Intensive mining
2015;13;172.017;1.13;656.059;741.451;3;2;Intensive mining
2016;13;173.464;1.044;1060.449;1107.31;3;2;Intensive mining
2016;13;224.667;1.049;1308.647;1372.286;3;2;Intensive mining
2016;13;287.538;1.132;574.521;650.111;3;2;Intensive mining
2016;13;195.731;1.091;656.177;716.081;3;2;Intensive mining
2017;13;124.728;1.067;1026.788;1095.113;3;2;Intensive mining
2017;13;208.127;1.031;1225.556;1263.432;3;2;Intensive mining
2017;13;263.473;1.082;699.5;757.19;3;2;Intensive mining
2017;13;192.807;1.107;646.349;715.256;3;2;Intensive mining
2018;13;196.754;1.087;630.675;685.437;3;2;Intensive mining
2018;13;243.485;1.018;1680.839;1711.589;3;2;Intensive mining
2018;13;285.92;1.068;559.682;597.853;3;2;Intensive mining
2018;13;253.457;1.07;515.426;551.73;3;2;Intensive mining
2020;13;189.017;1.17;1080.459;1264;3;2;Intensive mining
2020;13;217.674;1.038;698.431;725;3;2;Intensive mining
2020;13;329.601;1.086;1295.142;1407;3;2;Intensive mining
2020;13;256.061;1.036;482.569;500;3;2;Intensive mining
1984;14;120.779;1.536;1598.075;2454.753;1;2;Minimal mining
1984;14;106.648;3.108;762.609;2370.369;1;2;Minimal mining
1984;14;125.25;1.277;626.898;800.365;1;2;Minimal mining
1984;14;108.55;1.223;460.738;563.697;1;2;Minimal mining
1984;14;88.525;1.115;995.85;1109.945;1;2;Minimal mining
1987;14;146.09;1.463;1900.447;2781.163;1;2;Minimal mining
1987;14;142.804;1.427;609.031;869.258;1;2;Minimal mining
1987;14;105.845;1.004;419.263;421.143;1;2;Minimal mining
1987;14;139.171;1.817;520.1;945.07;1;2;Minimal mining
1987;14;128.665;1.289;834.148;1075.364;1;2;Minimal mining
1987;14;133.769;1.191;343.014;408.466;1;2;Minimal mining
1987;14;108.679;1.155;1212.879;1400.72;1;2;Minimal mining
1992;14;157.247;1.238;1325.071;1640.397;1;2;Minimal mining
1992;14;282;1.257;509.085;640.156;1;2;Minimal mining
1992;14;208.51;1.036;289.759;300.073;1;2;Minimal mining
1992;14;157.443;1.141;578.928;660.507;1;2;Minimal mining
1992;14;112.463;1.111;936.415;1039.913;1;2;Minimal mining
1996;14;144.452;1.271;1422.516;1808.397;1;2;Minimal mining
1996;14;208.063;1.284;500.223;642.057;1;2;Minimal mining
1996;14;167.076;1.042;421.473;439.227;1;2;Minimal mining
1996;14;143.414;1.099;414.799;455.82;1;2;Minimal mining
1996;14;198.523;1.19;1070.252;1273.107;1;2;Minimal mining
2000;14;158.608;1.335;1416.314;1891.24;1;2;Minimal mining
2000;14;192.87;1.489;569.631;847.917;1;2;Minimal mining
2000;14;157.598;1.024;477.841;489.509;1;2;Minimal mining
2000;14;185.364;1.036;365.678;378.836;1;2;Minimal mining
2004;14;170.603;1.059;395.849;419.251;2;2;Moderate mining
2004;14;88.785;1.019;454.825;463.328;2;2;Moderate mining
2004;14;162.093;1.386;535.261;741.798;2;2;Moderate mining
2004;14;168.161;1.227;890.563;1092.385;2;2;Moderate mining
2004;14;174.627;1.027;534.299;548.511;2;2;Moderate mining
2004;14;172.971;1.023;478.245;489.357;2;2;Moderate mining
2008;14;171.087;1.1;675.996;743.931;2;2;Moderate mining
2008;14;186.133;1.11;466.307;517.601;2;2;Moderate mining
2008;14;206.719;1.022;435.397;444.802;2;2;Moderate mining
2008;14;227.272;1.673;495.798;829.371;2;2;Moderate mining
2008;14;231.15;1.215;960.232;1166.769;2;2;Moderate mining
2008;14;206.313;1.019;607.864;619.292;2;2;Moderate mining
2012;14;183.664;1.082;514.697;556.776;3;2;Intensive mining
2012;14;186.597;1.243;490.978;610.502;3;2;Intensive mining
2012;14;137.969;1.03;524.939;540.673;3;2;Intensive mining
2012;14;172.561;2.041;438.212;894.322;3;2;Intensive mining
2012;14;233.242;1.191;1042.054;1240.659;3;2;Intensive mining
2012;14;206.837;1.037;1490.267;1545.858;3;2;Intensive mining
2014;14;186.634;1.083;611.649;662.494;3;2;Intensive mining
2014;14;192.875;1.368;510.817;698.717;3;2;Intensive mining
2014;14;181.657;1.056;526.159;555.483;3;2;Intensive mining
2014;14;185.412;2.323;339.773;789.333;3;2;Intensive mining
2014;14;149.834;1.447;596.068;862.475;3;2;Intensive mining
2014;14;144.396;1.001;476.268;476.952;3;2;Intensive mining
2014;14;129.82;1.038;297.59;308.983;3;2;Intensive mining
2014;14;221.409;1.032;787.866;812.977;3;2;Intensive mining
2015;14;172.017;1.13;656.059;741.451;3;2;Intensive mining
2015;14;194.216;1.299;439.54;570.985;3;2;Intensive mining
2015;14;184.957;1.087;490.751;533.242;3;2;Intensive mining
2015;14;175.609;2.655;350.977;931.926;3;2;Intensive mining
2015;14;160.602;1.382;1115.997;1542.819;3;2;Intensive mining
2015;14;209.095;1.037;892.161;925.177;3;2;Intensive mining
2016;14;195.731;1.091;656.177;716.081;3;2;Intensive mining
2016;14;220.166;1.419;440.359;625.048;3;2;Intensive mining
2016;14;193.472;1.125;488.877;549.93;3;2;Intensive mining
2016;14;165.728;2.611;297.787;777.637;3;2;Intensive mining
2016;14;154.935;1.748;996.018;1741.471;3;2;Intensive mining
2016;14;190.471;1.042;947.383;987.257;3;2;Intensive mining
2017;14;192.807;1.107;646.349;715.256;3;2;Intensive mining
2017;14;239.415;1.415;854.364;1209.235;3;2;Intensive mining
2017;14;204.205;1.245;1230.448;1532.375;3;2;Intensive mining
2017;14;220.308;1.041;1077.012;1120.748;3;2;Intensive mining
2018;14;253.457;1.07;515.426;551.73;3;2;Intensive mining
2018;14;241.971;1.602;803.792;1287.811;3;2;Intensive mining
2018;14;231.1;1.222;1347.632;1647.066;3;2;Intensive mining
2018;14;202.928;1.036;1073.072;1111.756;3;2;Intensive mining
2020;14;329.601;1.086;1295.142;1407;3;2;Intensive mining
2020;14;256.061;1.036;482.569;500;3;2;Intensive mining
2020;14;170.175;1.073;644.061;691;3;2;Intensive mining
2020;14;191.491;1.187;1307.83;1553;3;2;Intensive mining
2020;14;208.52;1.05;1129.004;1185;3;2;Intensive mining
1984;15;88.525;1.115;995.85;1109.945;1;2;Minimal mining
1984;15;96.993;1.379;955.34;1317.798;1;2;Minimal mining
1984;15;153.902;1.265;366.518;463.772;1;2;Minimal mining
1984;15;134.661;1.447;320.405;463.619;1;2;Minimal mining
1984;15;112.24;1.269;1354.155;1718.362;1;2;Minimal mining
1987;15;108.679;1.155;1212.879;1400.72;1;2;Minimal mining
1987;15;117.68;1.218;942.007;1147.762;1;2;Minimal mining
1987;15;203.804;1.187;439.345;521.304;1;2;Minimal mining
1987;15;359.592;1.201;261.567;314.013;1;2;Minimal mining
1987;15;177.813;1.408;414.021;582.95;1;2;Minimal mining
1987;15;104.244;1.017;341.014;346.671;1;2;Minimal mining
1992;15;112.463;1.111;936.415;1039.913;1;2;Minimal mining
1992;15;104.869;1.317;1054.554;1389.072;1;2;Minimal mining
1992;15;151.275;1.039;472.747;491.4;1;2;Minimal mining
1992;15;154.743;1.002;319.35;320.081;1;2;Minimal mining
1992;15;196.979;1.123;356.262;400.101;1;2;Minimal mining
1992;15;207.447;1.033;368.06;380.097;1;2;Minimal mining
1996;15;143.414;1.099;414.799;455.82;1;2;Minimal mining
1996;15;198.523;1.19;1070.252;1273.107;1;2;Minimal mining
1996;15;104.757;1.212;806.795;978.071;1;2;Minimal mining
1996;15;110.736;1.183;1372.125;1623.745;1;2;Minimal mining
2000;15;185.364;1.036;365.678;378.836;1;2;Minimal mining
2000;15;246.504;1.275;674.725;860.436;1;2;Minimal mining
2000;15;165.092;1.338;1146.593;1534.642;1;2;Minimal mining
2000;15;130.602;1.148;1198.153;1375.608;1;2;Minimal mining
2004;15;172.971;1.023;478.245;489.357;2;2;Moderate mining
2004;15;231.072;1.142;577.241;659.292;2;2;Moderate mining
2004;15;156.529;1.334;1123.658;1498.744;2;2;Moderate mining
2004;15;127.386;1.209;1398.292;1690.749;2;2;Moderate mining
2008;15;206.313;1.019;607.864;619.292;2;2;Moderate mining
2008;15;216.445;1.018;484.376;493.254;2;2;Moderate mining
2008;15;232.21;1.235;537.399;663.427;2;2;Moderate mining
2008;15;160.332;1.301;1017.227;1323.479;2;2;Moderate mining
2008;15;159.696;1.236;1547.674;1912.191;2;2;Moderate mining
2012;15;206.837;1.037;1490.267;1545.858;3;2;Intensive mining
2012;15;132.66;1.191;945.638;1126.726;3;2;Intensive mining
2012;15;158.857;1.177;1422.727;1675.148;3;2;Intensive mining
2014;15;221.409;1.032;787.866;812.977;3;2;Intensive mining
2014;15;195.606;1.005;524.471;527.209;3;2;Intensive mining
2014;15;199.056;1.003;455.191;456.612;3;2;Intensive mining
2014;15;183.259;1.126;728.155;819.55;3;2;Intensive mining
2014;15;157.417;1.17;1431.063;1674.74;3;2;Intensive mining
2015;15;209.095;1.037;892.161;925.177;3;2;Intensive mining
2015;15;208.107;1.017;433.008;440.165;3;2;Intensive mining
2015;15;233.107;1.014;437.957;443.933;3;2;Intensive mining
2015;15;194.708;1.141;633.777;723.422;3;2;Intensive mining
2015;15;157.922;1.254;1476.568;1850.947;3;2;Intensive mining
2016;15;190.471;1.042;947.383;987.257;3;2;Intensive mining
2016;15;177.455;1.017;381.949;388.377;3;2;Intensive mining
2016;15;213.55;1.012;453.728;459.177;3;2;Intensive mining
2016;15;193.526;1.138;746.282;849.259;3;2;Intensive mining
2016;15;154.749;1.182;1404.373;1660.312;3;2;Intensive mining
2017;15;220.308;1.041;1077.012;1120.748;3;2;Intensive mining
2017;15;198.029;1.176;1255.252;1476.155;3;2;Intensive mining
2017;15;154.706;1.171;1414.272;1655.908;3;2;Intensive mining
2018;15;231.1;1.222;1347.632;1647.066;3;2;Intensive mining
2018;15;202.928;1.036;1073.072;1111.756;3;2;Intensive mining
2018;15;210.593;1.126;1143.011;1286.877;3;2;Intensive mining
2018;15;176.712;1.288;1427.973;1839.525;3;2;Intensive mining
2020;15;191.491;1.187;1307.83;1553;3;2;Intensive mining
2020;15;208.52;1.05;1129.004;1185;3;2;Intensive mining
2020;15;218.015;1.138;1131.681;1288;3;2;Intensive mining
2020;15;183.435;1.221;1354.104;1654;3;2;Intensive mining
1984;16;112.24;1.269;1354.155;1718.362;1;2;Minimal mining
1984;16;125.76;1.238;551.228;682.515;1;2;Minimal mining
1984;16;124.553;1.047;509.804;533.978;1;2;Minimal mining
1984;16;99.367;1.033;450.986;466.063;1;2;Minimal mining
1984;16;102.447;2.627;675.449;1774.116;1;2;Minimal mining
1984;16;97.519;2.529;604.362;1528.661;1;2;Minimal mining
1987;16;104.244;1.017;341.014;346.671;1;2;Minimal mining
1987;16;101.476;1.031;814.518;839.362;1;2;Minimal mining
1987;16;135.322;1.256;587.99;738.78;1;2;Minimal mining
1987;16;124.034;1.042;602.448;627.456;1;2;Minimal mining
1987;16;124.322;1.022;361.454;369.557;1;2;Minimal mining
1987;16;146.377;1.303;346.49;451.645;1;2;Minimal mining
1987;16;113.818;3.396;551.33;1872.519;1;2;Minimal mining
1992;16;196.979;1.123;356.262;400.101;1;2;Minimal mining
1992;16;207.447;1.033;368.06;380.097;1;2;Minimal mining
1992;16;132.785;1.044;443.44;463.083;1;2;Minimal mining
1992;16;121.908;1.427;698.963;997.291;1;2;Minimal mining
1992;16;134.017;1.086;552.683;600.155;1;2;Minimal mining
1992;16;116.299;1.013;355.442;360.093;1;2;Minimal mining
1992;16;162.544;1.481;459.183;680.177;1;2;Minimal mining
1992;16;122.828;1.602;540.482;865.843;1;2;Minimal mining
1992;16;88.592;2.114;883.705;1867.916;1;2;Minimal mining
1996;16;110.736;1.183;1372.125;1623.745;1;2;Minimal mining
1996;16;120.262;1.021;460.881;470.589;1;2;Minimal mining
1996;16;144.5;1.077;549.245;591.374;1;2;Minimal mining
1996;16;113.605;1.174;701.141;823.234;1;2;Minimal mining
1996;16;121.488;1.062;393.567;418.142;1;2;Minimal mining
1996;16;109.673;1.019;568.983;579.86;1;2;Minimal mining
1996;16;166.408;1.815;353.343;641.404;1;2;Minimal mining
1996;16;117.82;2.907;773.052;2247.453;1;2;Minimal mining
2000;16;130.602;1.148;1198.153;1375.608;1;2;Minimal mining
2000;16;150.192;1.021;562.957;575.05;1;2;Minimal mining
2000;16;149.365;1.033;395.687;408.824;1;2;Minimal mining
2000;16;159.613;1.359;457.425;621.485;1;2;Minimal mining
2000;16;141.792;1.098;556.072;610.363;1;2;Minimal mining
2000;16;139.173;1.037;533.935;553.478;1;2;Minimal mining
2004;16;127.386;1.209;1398.292;1690.749;2;2;Moderate mining
2004;16;146.691;1.3;1074.798;1396.788;2;2;Moderate mining
2004;16;146.268;1.237;540.568;668.856;2;2;Moderate mining
2004;16;110.148;1.021;472.333;482.41;2;2;Moderate mining
2008;16;159.696;1.236;1547.674;1912.191;2;2;Moderate mining
2008;16;173.375;1.275;1038.697;1323.868;2;2;Moderate mining
2008;16;216.413;1.515;485.505;735.76;2;2;Moderate mining
2008;16;171.061;1.04;421.852;438.764;2;2;Moderate mining
2008;16;168.628;1.932;760.956;1470.381;2;2;Moderate mining
2012;16;158.857;1.177;1422.727;1675.148;3;2;Intensive mining
2012;16;171.622;1.317;1130.642;1489.197;3;2;Intensive mining
2012;16;189.157;1.681;513.683;863.711;3;2;Intensive mining
2012;16;167.801;1.127;551.824;621.731;3;2;Intensive mining
2012;16;144.229;1.957;856.359;1675.855;3;2;Intensive mining
2014;16;157.417;1.17;1431.063;1674.74;3;2;Intensive mining
2014;16;147.942;1.297;1144.452;1484.845;3;2;Intensive mining
2014;16;258.223;1.752;542.156;949.617;3;2;Intensive mining
2014;16;233.696;1.078;634.45;683.91;3;2;Intensive mining
2014;16;159.625;2.327;799.283;1859.822;3;2;Intensive mining
2015;16;157.922;1.254;1476.568;1850.947;3;2;Intensive mining
2015;16;153.899;1.285;1152.6;1480.534;3;2;Intensive mining
2015;16;222.408;2.023;639.637;1294.068;3;2;Intensive mining
2016;16;154.749;1.182;1404.373;1660.312;3;2;Intensive mining
2016;16;141.057;1.258;1121.285;1410.352;3;2;Intensive mining
2016;16;268.962;1.661;707.612;1175.445;3;2;Intensive mining
2016;16;311.782;1.107;892.449;987.785;3;2;Intensive mining
2017;16;154.706;1.171;1414.272;1655.908;3;2;Intensive mining
2017;16;144.956;1.207;1067.16;1288.326;3;2;Intensive mining
2017;16;170.693;1.095;1046.221;1145.091;3;2;Intensive mining
2018;16;176.712;1.288;1427.973;1839.525;3;2;Intensive mining
2018;16;140.112;1.206;1067.217;1287.558;3;2;Intensive mining
2018;16;185.406;1.147;1143.738;1312.056;3;2;Intensive mining
2020;16;183.435;1.221;1354.104;1654;3;2;Intensive mining
2020;16;166.652;1.231;1045.089;1287;3;2;Intensive mining
2020;16;210.68;1.133;1084.131;1228;3;2;Intensive mining
1984;17;102.447;2.627;675.449;1774.116;1;2;Minimal mining
1984;17;97.519;2.529;604.362;1528.661;1;2;Minimal mining
1984;17;102.148;1.455;1217.71;1771.161;1;2;Minimal mining
1984;17;123.192;1.67;367.274;613.302;1;2;Minimal mining
1984;17;98.336;1.149;1268.507;1457.75;1;2;Minimal mining
1984;17;106.411;2.007;396.757;796.317;1;2;Minimal mining
1987;17;146.377;1.303;346.49;451.645;1;2;Minimal mining
1987;17;129.585;1.013;451.224;457.098;1;2;Minimal mining
1987;17;117.826;1.426;448.213;639.132;1;2;Minimal mining
1987;17;113.818;3.396;551.33;1872.519;1;2;Minimal mining
1987;17;105.994;1.346;1115.204;1501.446;1;2;Minimal mining
1987;17;155.323;1.556;477.428;742.928;1;2;Minimal mining
1987;17;107.321;1.043;1079.636;1126.457;1;2;Minimal mining
1987;17;116.941;3.874;289.848;1122.979;1;2;Minimal mining
1992;17;162.544;1.481;459.183;680.177;1;2;Minimal mining
1992;17;157.573;1.038;404.811;420.11;1;2;Minimal mining
1992;17;122.828;1.602;540.482;865.843;1;2;Minimal mining
1992;17;88.592;2.114;883.705;1867.916;1;2;Minimal mining
1992;17;83.603;1.384;1080.091;1494.863;1;2;Minimal mining
1992;17;123.412;1.336;443.468;592.64;1;2;Minimal mining
1992;17;110.891;1.057;340.638;360.096;1;2;Minimal mining
1992;17;105.333;1.01;277.178;280.074;1;2;Minimal mining
1992;17;71.73;1.097;579.012;635.224;1;2;Minimal mining
1992;17;104.255;3.205;238.744;765.149;1;2;Minimal mining
1996;17;109.673;1.019;568.983;579.86;1;2;Minimal mining
1996;17;139.784;1.351;406.133;548.634;1;2;Minimal mining
1996;17;126.435;1.035;414.793;429.286;1;2;Minimal mining
1996;17;166.408;1.815;353.343;641.404;1;2;Minimal mining
1996;17;117.82;2.907;773.052;2247.453;1;2;Minimal mining
1996;17;116.771;1.317;1051.729;1384.701;1;2;Minimal mining
1996;17;117.309;1.263;460.043;581.008;1;2;Minimal mining
1996;17;113.924;1.063;426.838;453.696;1;2;Minimal mining
1996;17;106.114;1.009;381.298;384.699;1;2;Minimal mining
1996;17;97.898;1.06;531.981;563.843;1;2;Minimal mining
1996;17;119.587;2.34;309.006;722.985;1;2;Minimal mining
2000;17;139.173;1.037;533.935;553.478;1;2;Minimal mining
2000;17;167.823;1.506;417.639;628.845;1;2;Minimal mining
2000;17;149.149;1.809;737.323;1333.852;1;2;Minimal mining
2000;17;140.361;1.32;1006.403;1328.484;1;2;Minimal mining
2000;17;159.255;1.153;550.156;634.511;1;2;Minimal mining
2000;17;123.388;1.065;586.983;625.112;1;2;Minimal mining
2000;17;143.991;1.471;589.11;866.458;1;2;Minimal mining
2004;17;110.148;1.021;472.333;482.41;2;2;Moderate mining
2004;17;141.828;1.658;444.662;737.069;2;2;Moderate mining
2004;17;151.582;2.011;653.466;1313.898;2;2;Moderate mining
2004;17;149.2;1.341;733.198;983.325;2;2;Moderate mining
2004;17;121.105;1.008;353.749;356.712;2;2;Moderate mining
2004;17;127.478;1.01;356.125;359.619;2;2;Moderate mining
2004;17;132.131;1.085;511.47;554.741;2;2;Moderate mining
2004;17;135.233;1.13;581.69;657.12;2;2;Moderate mining
2004;17;141.379;1.568;657.214;1030.424;2;2;Moderate mining
2008;17;171.061;1.04;421.852;438.764;2;2;Moderate mining
